M40[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148],[0.3193212148]
0.117688,0.0794247,0.0774682,0.0634042,0.069948,0.104019,0.0868338,0.064424,0.0747541,0.0617325,0.0673425,0.0425193,0.0704152,0.0841982,0.07096,0.057039,0.0934209,0.0676058
0.119315,0.0830664,0.0769709,0.067383,0.0885153,0.117636,0.0770656,0.066771,0.0836572,0.065217,0.061794,0.0530479,0.0701085,0.0804765,0.0584399,0.0527084,0.0874142,0.0828254
0.122694,0.0849392,0.0855949,0.063794,0.0833984,0.114025,0.0771441,0.0568101,0.0769055,0.0642085,0.0570776,0.0505473,0.0788016,0.0835577,0.0565817,0.067634,0.0922675,0.0823295
0.116995,0.0792992,0.0733978,0.0605485,0.0948856,0.106999,0.0729776,0.0508484,0.080502,0.0727545,0.0544148,0.0455367,0.0753804,0.0844659,0.063053,0.0680868,0.0980302,0.0825865
0.12167,0.0824548,0.0706261,0.0678444,0.0748274,0.110627,0.0785833,0.055795,0.0709846,0.0575366,0.0547912,0.0431597,0.0715826,0.081251,0.0480269,0.0511237,0.08402,0.0596643
0.122184,0.0778318,0.0685857,0.0650864,0.0762237,0.101579,0.076158,0.0508218,0.0779304,0.0602165,0.0619371,0.0486822,0.0605031,0.0746572,0.051837,0.0499711,0.081283,0.0734832
0.130135,0.0811732,0.0737845,0.0618178,0.0794057,0.110551,0.0750032,0.0579687,0.0778286,0.0665372,0.0611259,0.0463524,0.0664796,0.0780772,0.0512066,0.0586661,0.0847742,0.0750858
0.139283,0.085271,0.084227,0.076802,0.0825522,0.116809,0.087158,0.0638802,0.0832566,0.0740587,0.0735397,0.0465636,0.0782076,0.08408,0.0643516,0.0630525,0.0884425,0.0834129
0.121657,0.0603566,0.0615404,0.0591185,0.0751974,0.0874038,0.0671782,0.0457856,0.0653356,0.0596536,0.0516361,0.0373234,0.067993,0.0824303,0.0439513,0.0526601,0.0809367,0.0596008
0.114804,0.0675611,0.0556507,0.0575257,0.0834725,0.0996446,0.0720447,0.0462378,0.0826728,0.0655781,0.0491096,0.0531826,0.0686383,0.0688461,0.0473713,0.0568439,0.0983111,0.0775583
0.103818,0.0538293,0.0522755,0.0555652,0.0686892,0.0849794,0.0652015,0.0404196,0.0414982,0.0558282,0.0404159,0.0423173,0.044749,0.0633362,0.0396186,0.0445691,0.0831978,0.067402
0.103327,0.0635154,0.0619822,0.033705,0.057809,0.0897858,0.0670107,0.0441296,0.0476621,0.0425895,0.048488,0.0377261,0.0569663,0.0672531,0.0360832,0.0574072,0.0730032,0.061833
0.108623,0.0701687,0.0830989,0.0377921,0.0645667,0.0838583,0.061944,0.0385238,0.0683849,0.0691233,0.0461575,0.0426841,0.058929,0.0646734,0.0443101,0.033432,0.0869067,0.0656346
0.106815,0.0639681,0.0739051,0.049248,0.0853935,0.0918791,0.0767601,0.0576097,0.0714692,0.043218,0.0595533,0.0311286,0.0677147,0.0826613,0.0518663,0.0608227,0.0983926,0.0747013
0.115916,0.0649726,0.0613655,0.0651136,0.0814033,0.10103,0.0933083,0.0526795,0.0662223,0.0482324,0.055781,0.0517911,0.0665871,0.0818943,0.050869,0.0493398,0.0866316,0.0690861
0.107207,0.0724124,0.0536209,0.047766,0.070644,0.0984079,0.0699594,0.0475125,0.056926,0.0427845,0.0583448,0.0498007,0.0496112,0.0646397,0.0594453,0.0566828,0.0771743,0.0775223
0.110223,0.059041,0.0778261,0.0586987,0.0668271,0.0972992,0.0687299,0.0785451,0.0870698,0.0662226,0.0369585,0.0519929,0.0673857,0.0838082,0.0639638,0.0590403,0.0735417,0.0830566
0.0824138,0.0577639,0.048165,0.0354991,0.0619329,0.0852449,0.0555068,0.0342791,0.0666217,0.0483201,0.0338744,0.0317242,0.0460776,0.0574146,0.042712,0.0482782,0.0785739,0.0720435
0.116484,0.0677631,0.0607965,0.054766,0.0791901,0.0977852,0.0644924,0.0455807,0.0666254,0.0658655,0.0566903,0.0556668,0.0655422,0.0720797,0.0517729,0.0532538,0.0822361,0.0690996
0.121299,0.0787371,0.0757853,0.0605256,0.0852386,0.113232,0.0936271,0.0703115,0.0843102,0.0586163,0.0652432,0.0650241,0.0669775,0.0915563,0.0593857,0.0748193,0.0798833,0.0899832
0.110614,0.07811,0.0687604,0.0455904,0.0709368,0.101526,0.0612364,0.0411457,0.0616864,0.0413453,0.0586926,0.0546146,0.0693313,0.0714574,0.050874,0.0485457,0.081306,0.0737061
0.111783,0.0714403,0.0780005,0.0675949,0.0806476,0.103453,0.0858555,0.0575881,0.0786224,0.0718051,0.0625115,0.0481292,0.0683974,0.0872169,0.0607642,0.0620434,0.0927325,0.0867508
0.115694,0.07699,0.0811205,0.0766531,0.0891417,0.102848,0.0783996,0.0524593,0.0736998,0.0717134,0.0675061,0.0472451,0.0615247,0.0826904,0.0589961,0.07051,0.0938017,0.0775337
0.10895,0.0869295,0.0698498,0.0674143,0.089433,0.101562,0.0751034,0.0632223,0.082162,0.0536635,0.0665493,0.0563798,0.0717594,0.0693169,0.0579807,0.0586282,0.0897606,0.0762825
0.13156,0.0865919,0.0776302,0.0674816,0.0809832,0.101653,0.0847192,0.0525333,0.0738337,0.0666948,0.059034,0.0615382,0.0567335,0.0860727,0.052745,0.0545862,0.0862502,0.072551
0.11305,0.0738649,0.0882341,0.0687548,0.0847498,0.110622,0.0637925,0.0549483,0.0684737,0.0511762,0.0544786,0.0444268,0.0671018,0.0793084,0.0606963,0.0558246,0.0891077,0.0852781
0.102903,0.0815081,0.071795,0.0618474,0.0724457,0.0967763,0.0763305,0.0529321,0.0709631,0.0601748,0.0489091,0.0422344,0.0640375,0.0676415,0.0563379,0.0510401,0.0965328,0.0715424
0.129725,0.0872482,0.0875566,0.0752399,0.0893401,0.113375,0.0797195,0.054661,0.0775364,0.0747641,0.063503,0.0534607,0.0702637,0.0702202,0.0554811,0.0734343,0.091251,0.0987171
0.127462,0.0851379,0.081176,0.0691388,0.0834888,0.0991426,0.0988053,0.0584654,0.0760642,0.0772798,0.0623917,0.0516841,0.0758815,0.0979756,0.0599186,0.0704602,0.0930659,0.0793801
0.13792,0.093566,0.0982436,0.0766622,0.0869102,0.108954,0.087452,0.0662326,0.0722495,0.0634109,0.0471112,0.0444762,0.065739,0.0899569,0.0598528,0.0720224,0.0895879,0.0793841
0.144079,0.101763,0.0928136,0.089728,0.0975785,0.124322,0.0990166,0.0647796,0.0845599,0.0783023,0.0673882,0.0641214,0.0802372,0.0872869,0.065754,0.0705325,0.103,0.0887841
0.127675,0.0730875,0.071523,0.0663188,0.076801,0.0851688,0.0703909,0.050589,0.0769636,0.0514929,0.0534789,0.0356139,0.0797393,0.0695525,0.0456671,0.054781,0.0891504,0.0726493
0.12028,0.0715911,0.0615778,0.0429983,0.0653504,0.0879904,0.0658329,0.048385,0.0737348,0.0534766,0.0572678,0.042721,0.0717032,0.0624409,0.0425342,0.0390028,0.0719421,0.0690226
0.103063,0.0516873,0.0475078,0.0505268,0.0513054,0.0751371,0.0537198,0.0284737,0.0510887,0.0288795,0.0343212,0.0405681,0.0252216,0.0577796,0.032089,0.0387575,0.0736141,0.0463303
0.095364,0.0431203,0.0508717,0.0468614,0.0439878,0.0763729,0.0447254,0.0247814,0.0447458,0.0360766,0.0321247,0.0203053,0.046633,0.0447063,0.0308076,0.0305936,0.0692333,0.0627154
0.083445,0.0590905,0.0547203,0.0441889,0.0703648,0.0800326,0.0526975,0.0510463,0.0716989,0.0449701,0.0365356,0.0255312,0.0571134,0.0557752,0.038409,0.0422181,0.0715247,0.0576771
0.0881946,0.0493136,0.0515542,0.0519527,0.0748561,0.0938521,0.048661,0.0560671,0.0570186,0.0515084,0.0607916,0.0504861,0.0619451,0.0773389,0.0409233,0.0664318,0.0866864,0.0601292
0.103155,0.0723752,0.0611005,0.0469633,0.0771696,0.0856269,0.0701881,0.0537072,0.0658425,0.0446046,0.0622288,0.0671931,0.0735622,0.0785129,0.0487657,0.0682689,0.0845256,0.0932793
0.106516,0.0685223,0.0637434,0.0438527,0.0650781,0.0987921,0.0613824,0.0364425,0.0633906,0.050047,0.0275022,0.0383934,0.0632431,0.0815683,0.0602072,0.0650085,0.0835028,0.0717568
0.0951885,0.0490288,0.0392614,0.0508036,0.0653898,0.0856787,0.0609641,0.0480984,0.0489125,0.0390362,0.0517081,0.0381797,0.06242,0.0687091,0.038754,0.0486951,0.0879762,0.0532871
0.0914369,0.0430967,0.0396047,0.0238344,0.0562879,0.0872181,0.0601466,0.022881,0.0591674,0.0387454,0.0403544,0.0254859,0.0411948,0.0617577,0.0330324,0.0455776,0.0862229,0.0589805
0.0839625,0.0656099,0.0444804,0.0458549,0.0595602,0.0764407,0.0615389,0.041702,0.0564399,0.0499574,0.0344206,0.0446228,0.0580838,0.0587375,0.0468344,0.0401949,0.0844284,0.0663654
0.0948933,0.0676326,0.0665045,0.0566296,0.0756969,0.0981316,0.0671913,0.0450874,0.061381,0.0497611,0.0539021,0.0467466,0.0616144,0.0846874,0.0624487,0.0575123,0.0944698,0.0800064
0.0980325,0.0428068,0.0749267,0.0576281,0.0574773,0.0882052,0.0651877,0.0433383,0.0709238,0.0470497,0.0471117,0.0388071,0.0797433,0.0758193,0.065357,0.0510857,0.0858915,0.0706999
0.096414,0.0506954,0.0578607,0.0571154,0.0593499,0.0947021,0.0608998,0.0466724,0.0723976,0.0471629,0.0484627,0.0338257,0.0594556,0.0624627,0.0495423,0.0396478,0.0730911,0.059455
0.100018,0.059695,0.0703847,0.0524176,0.070314,0.0893008,0.0716235,0.0564878,0.0588445,0.0600454,0.0356706,0.0325409,0.0515906,0.0699318,0.0363364,0.0489655,0.0811522,0.0649905
0.101402,0.0865157,0.0599051,0.0534165,0.0636883,0.0968704,0.0725358,0.0493676,0.0720488,0.0622978,0.0540899,0.0485854,0.0625704,0.0905606,0.0380501,0.05661,0.0760211,0.0711221
0.10474,0.0707477,0.0725476,0.067578,0.0741774,0.107015,0.0581509,0.0447998,0.0615338,0.0472858,0.0472901,0.0342445,0.0468817,0.0756622,0.047208,0.0651646,0.0862026,0.0658045
0.087318,0.0607456,0.0638804,0.057483,0.0843979,0.0865329,0.0653202,0.0451066,0.0577347,0.0472546,0.0424999,0.0411187,0.066657,0.0632882,0.048317,0.049824,0.0767165,0.0665469
0.105299,0.069999,0.0643478,0.0617395,0.0769687,0.0999,0.0726174,0.0579372,0.0715326,0.0556513,0.0498598,0.0430485,0.0735871,0.0754124,0.0445963,0.0735473,0.0930756,0.0799135
0.0977141,0.0732766,0.0518349,0.0395298,0.0547416,0.089292,0.0634832,0.0403075,0.053702,0.0447291,0.0401951,0.036679,0.0582898,0.0656038,0.0391464,0.0240964,0.0602974,0.0596877
0.109966,0.0682462,0.0576718,0.0685396,0.0722331,0.0940818,0.0747086,0.059151,0.0684486,0.0543532,0.0620997,0.0501341,0.0679622,0.0771046,0.06917,0.0430332,0.0895462,0.0883205
0.124528,0.063468,0.0741715,0.0510668,0.0681199,0.0933058,0.0681594,0.0502649,0.0771187,0.0624593,0.0528043,0.0394982,0.05998,0.0629836,0.0522601,0.0466116,0.0845208,0.0673106
0.116439,0.0676662,0.0495296,0.0558544,0.062685,0.0776122,0.0717954,0.0588863,0.0617508,0.0526077,0.0578657,0.0396809,0.0544952,0.0712924,0.0430698,0.0531008,0.0872355,0.0656132
0.108333,0.0766018,0.0643749,0.058364,0.0714684,0.101835,0.0727684,0.0515731,0.0792687,0.0579639,0.0652882,0.0581386,0.0640864,0.0892248,0.0498878,0.0622572,0.089538,0.0899841
0.10599,0.0672984,0.0762551,0.056509,0.078244,0.0923761,0.0867782,0.044081,0.0727225,0.0623607,0.0556203,0.0653739,0.0773765,0.0735688,0.0627205,0.064958,0.0956484,0.0866939
0.112187,0.067744,0.0553267,0.0512473,0.059237,0.0913091,0.0699941,0.0552705,0.0742146,0.0622966,0.0434805,0.0429046,0.0599732,0.0694922,0.0501179,0.0526608,0.0823229,0.0685411
0.110848,0.0638657,0.0411789,0.04639,0.0656996,0.081129,0.0607406,0.0436084,0.0556736,0.048333,0.0423021,0.0336092,0.0654419,0.0662314,0.0528756,0.0459494,0.082619,0.0685405
0.0994803,0.0632914,0.0362061,0.0329962,0.0536764,0.0775889,0.0580861,0.0354517,0.05207,0.0346546,0.0330577,0.0379071,0.0487534,0.0760534,0.0397666,0.0388992,0.0720376,0.0523951
0.111235,0.0754288,0.0764555,0.0780171,0.0754253,0.102666,0.0624512,0.0548949,0.0717027,0.0527294,0.0613653,0.0494602,0.0675294,0.0746486,0.0556927,0.0546437,0.073263,0.0770888
0.0968843,0.0682971,0.0693133,0.0568249,0.0646345,0.0941391,0.0665015,0.0326496,0.0616381,0.036286,0.0394496,0.036837,0.051836,0.0670973,0.0597523,0.0458684,0.0738167,0.055964
0.101125,0.0631759,0.0581544,0.0538637,0.0630417,0.0814495,0.0674804,0.0527356,0.068755,0.0422118,0.0385862,0.0399845,0.066085,0.0695831,0.0623859,0.0505714,0.0815895,0.0661952
0.0990882,0.0647318,0.0607882,0.0384995,0.0610411,0.0854409,0.0538787,0.029971,0.0574137,0.0420587,0.0310222,0.0381016,0.0503798,0.04928,0.0346706,0.0406504,0.0716921,0.0575781
0.110053,0.0713732,0.0689644,0.0626009,0.0757364,0.0903652,0.0831793,0.0457016,0.0706517,0.0705016,0.0534401,0.0492516,0.0682747,0.0680657,0.0533679,0.0455075,0.0825132,0.07756
0.110484,0.0671965,0.0852272,0.0571958,0.0885334,0.101095,0.0758781,0.0536368,0.0829759,0.0558443,0.0377062,0.0595535,0.0740154,0.0799174,0.0593577,0.043778,0.0842819,0.0629958
0.0988907,0.0631025,0.0767022,0.062926,0.0742434,0.0916791,0.0822185,0.0461661,0.0689592,0.0604857,0.0477291,0.0458257,0.0662937,0.0625826,0.0499049,0.0481442,0.081094,0.0603369
0.111846,0.0856185,0.0733484,0.0712382,0.0698758,0.104539,0.0723091,0.0565729,0.0634374,0.060527,0.0500531,0.0332726,0.0734468,0.0764692,0.0492619,0.0615334,0.0867564,0.0756932
0.126808,0.0762116,0.065269,0.0629622,0.0741789,0.102774,0.0826093,0.0544338,0.0770514,0.0536716,0.0515611,0.0464496,0.0609835,0.0831904,0.0577231,0.0477407,0.0858948,0.0803905
0.110792,0.0815444,0.0810928,0.0546854,0.071996,0.107049,0.0796408,0.0646609,0.0739454,0.0634895,0.0467163,0.0450847,0.0628283,0.0797156,0.0577765,0.0450483,0.0841172,0.0655994
0.103768,0.0687577,0.0756913,0.0496579,0.0720806,0.0943943,0.0572034,0.03767,0.0637813,0.0456196,0.0494235,0.0402967,0.0621056,0.0689439,0.0442266,0.0487512,0.0887008,0.0661762
0.110113,0.060933,0.0634988,0.0577368,0.0705843,0.0948717,0.0790628,0.0563636,0.0672459,0.0577696,0.0571183,0.0315489,0.0664884,0.0701511,0.0472644,0.0568115,0.0932073,0.0707923
0.122071,0.072892,0.064997,0.0654407,0.0868448,0.0916542,0.0642949,0.0542026,0.078202,0.0616859,0.0485898,0.0468276,0.0658786,0.0856737,0.0552305,0.0569605,0.100942,0.0725229
0.0884387,0.06398,0.0581115,0.043614,0.0629304,0.0825709,0.0623848,0.0303994,0.052639,0.049656,0.0515869,0.0495204,0.0489316,0.0673113,0.0487214,0.0283241,0.0771963,0.0727067
0.106801,0.0754205,0.0652402,0.0493647,0.0648403,0.0902753,0.0779102,0.0462827,0.0660888,0.056407,0.0546298,0.0254245,0.0780125,0.0784208,0.0435377,0.0487738,0.0818367,0.0750023
0.093346,0.0606161,0.0457639,0.0476474,0.0668601,0.0936885,0.0575022,0.0510273,0.0664418,0.0351937,0.0336843,0.0304593,0.0453328,0.0781666,0.0460573,0.0503192,0.0874439,0.0686204
0.0955409,0.060779,0.0435143,0.0403246,0.0574295,0.0697638,0.0507831,0.0368517,0.061642,0.0350821,0.0250832,0.0190796,0.0390928,0.0437765,0.0267184,0.0382578,0.0782708,0.0520791
0.0812072,0.0437321,0.035691,0.0214555,0.0536938,0.0491548,0.061217,0.0471231,0.0493046,0.0205714,0.0242196,0.037318,0.0411708,0.0480938,0.0315122,0.0310139,0.0629601,0.0430784
0.0846571,0.0525108,0.0497873,0.0444549,0.0431457,0.0682145,0.0367951,0.0311045,0.0371169,0.0100416,0.0362818,0.0186363,0.043867,0.0510159,0.0227851,0.0426964,0.0599287,0.0511772
0.0980336,0.0466453,0.084308,0.0370852,0.059885,0.0731349,0.0697569,0.0465153,0.0687739,0.0480076,0.0515727,0.0576351,0.0708189,0.0723107,0.0483268,0.0560737,0.0720477,0.0634807
0.0960906,0.0550821,0.0358435,0.0324493,0.05643,0.0642088,0.03616,0.0334706,0.0499015,0.0251627,0.016441,0.0274206,0.0445185,0.0251443,0.0254867,0.0481074,0.0847294,0.0597972
0.0954444,0.0576125,0.0327315,0.0214376,0.0524687,0.0862539,0.0615563,0.0224002,0.0612565,0.0364057,0.0388563,0.0472288,0.0405743,0.0510606,0.0444032,0.0414694,0.067718,0.064404
0.0796427,0.0460909,0.0462212,0.0397521,0.0361187,0.0827806,0.050664,0.0253552,0.0550547,0.0220163,0.0263603,0.0245071,0.0360323,0.0430949,0.0354227,0.0362302,0.0736011,0.0673582
0.0973605,0.0534285,0.0528369,0.0526096,0.0670168,0.0797838,0.067755,0.0351841,0.046553,0.0277598,0.0404933,0.0410473,0.0721409,0.0660222,0.0594111,0.0524694,0.0771191,0.0735464
0.118398,0.055986,0.0696083,0.0546165,0.070527,0.0939323,0.0658242,0.0592558,0.072511,0.0479631,0.0639523,0.0632949,0.0756937,0.0802788,0.0539135,0.0685317,0.095109,0.077803
0.0940748,0.05647,0.0326053,0.0227869,0.0412909,0.0591658,0.028642,0.0338113,0.0377592,0.0148116,0.0200493,0.0187675,0.0272809,0.0374276,0.0397059,0.044919,0.0564227,0.0470723
0.112295,0.0743099,0.0641176,0.0721205,0.0746441,0.110641,0.0830852,0.056007,0.0710398,0.044195,0.0613268,0.0694084,0.0562101,0.0614343,0.0529216,0.0531392,0.0755929,0.0943158
0.107836,0.073645,0.0641527,0.0485572,0.0606002,0.0850628,0.0940593,0.0464678,0.0725359,0.0609755,0.0621485,0.0611655,0.0705654,0.077974,0.0600387,0.0615764,0.0831234,0.0791544
0.109916,0.0666729,0.0568301,0.0477854,0.0442996,0.0841626,0.0678486,0.0430053,0.0676519,0.0511949,0.0634655,0.0410535,0.045275,0.0620138,0.057898,0.0490828,0.0794784,0.0653403
0.0948974,0.04865,0.047154,0.0318702,0.0550416,0.0779663,0.0374626,0.0283024,0.0508656,0.0491804,0.0240344,0.0414576,0.0467021,0.0509618,0.0269083,0.0408662,0.0582481,0.0496449
0.0956459,0.0553981,0.0415348,0.0437849,0.0737572,0.0933541,0.074562,0.0578944,0.0594161,0.0505794,0.0452661,0.0331729,0.0674292,0.0735853,0.0460224,0.0555268,0.0762008,0.0860961
0.0886094,0.0576633,0.0577984,0.0473259,0.04609,0.0877978,0.055144,0.044556,0.0526447,0.0347336,0.0534111,0.0529848,0.0608693,0.0675476,0.0452319,0.0620702,0.0683384,0.0738994
0.100695,0.0698354,0.0655554,0.0616282,0.0699598,0.081649,0.0545584,0.0464276,0.062613,0.0505897,0.0509499,0.0493806,0.0490809,0.0852093,0.0443239,0.060676,0.100069,0.0644862
0.110217,0.090577,0.0674798,0.0591854,0.0653539,0.0959529,0.0647374,0.0489176,0.0761572,0.0361665,0.0533973,0.0559521,0.063083,0.0769697,0.0667606,0.0548443,0.0776378,0.0645842
0.119023,0.0639139,0.0568355,0.0581518,0.0762796,0.0941936,0.08593,0.0564954,0.068319,0.0507424,0.0533179,0.0411826,0.0580095,0.0710344,0.0368185,0.0442089,0.0837363,0.0612021
0.0823307,0.0444674,0.0242201,0.0301298,0.0405243,0.0762419,0.0393794,0.0163462,0.0351951,0.0359777,0.0286952,0.0175446,0.0407026,0.0287088,0.0248029,0.022602,0.0514753,0.0438946
0.0981734,0.0531493,0.0413618,0.0331833,0.0491861,0.0873744,0.0676962,0.0309162,0.0428815,0.0247769,0.0486166,0.0235875,0.0438496,0.0606371,0.0424965,0.0378492,0.0696919,0.0583942
0.0891123,0.0399373,0.0493442,0.0317593,0.0547396,0.0722124,0.0530862,0.0236138,0.0420118,0.0426161,0.0444503,0.0108726,0.03554,0.0573681,0.0393055,0.0262212,0.0628259,0.0655028
0.0906057,0.0427642,0.0681761,0.0488598,0.0690035,0.0800704,0.0520645,0.0389208,0.0500355,0.0417859,0.0469915,0.0280664,0.0513944,0.0630876,0.0387057,0.0475635,0.071986,0.0684333
0.0946714,0.0466863,0.0532447,0.0542281,0.0536543,0.0811403,0.0586786,0.0365039,0.0585153,0.0389572,0.0333089,0.0345702,0.0546712,0.0435204,0.041143,0.0392928,0.0773836,0.063329
0.0878463,0.0479501,0.0452227,0.0540981,0.054056,0.0750795,0.0534374,0.0267473,0.0467033,0.0221713,0.0283122,0.0423071,0.0422607,0.0523027,0.0410326,0.037281,0.0671787,0.0520005
0.0976657,0.0619588,0.0643364,0.0448075,0.0699867,0.0834116,0.0495575,0.041206,0.0631328,0.0350661,0.0281116,0.0444663,0.0530376,0.0669996,0.0426813,0.0317688,0.0800044,0.0577859
0.0998069,0.0666497,0.0779585,0.0618526,0.0781205,0.0885173,0.0774443,0.0554393,0.083993,0.0629484,0.0587379,0.0458124,0.0712481,0.0881521,0.06341,0.0611031,0.0942315,0.0739647
0.103255,0.06962,0.0673539,0.0600167,0.0823182,0.0888459,0.0680519,0.0491811,0.079735,0.0612463,0.0541541,0.0533538,0.0668437,0.0778555,0.0506762,0.0614113,0.105124,0.0801221
0.0963682,0.0626401,0.0495924,0.0530856,0.063356,0.0974913,0.0554864,0.0389831,0.0539572,0.0484346,0.0327968,0.0439428,0.0602197,0.0585672,0.0337428,0.0404292,0.0722321,0.0722886
0.101266,0.0654692,0.0610721,0.0579818,0.0670527,0.0983336,0.0729046,0.0333181,0.0668312,0.0498501,0.0498781,0.0370656,0.0651913,0.0721143,0.0629026,0.0450844,0.0800198,0.0814461
0.102619,0.0765842,0.059151,0.069198,0.0746954,0.0916777,0.0771101,0.0469014,0.0604217,0.0532363,0.0522452,0.0566242,0.0711984,0.0716748,0.0755265,0.0698767,0.0981309,0.0681557
0.101683,0.064965,0.0611852,0.0480498,0.0733438,0.0877858,0.0487978,0.0412579,0.0657542,0.0328331,0.0504978,0.044226,0.0514308,0.057592,0.0430049,0.0551902,0.0791422,0.066138
0.0954325,0.0678984,0.0617591,0.0434949,0.0638707,0.0841278,0.054985,0.0384745,0.0579553,0.0574555,0.0459272,0.0319562,0.0435058,0.0597161,0.0465217,0.0402192,0.0680314,0.0679604
0.08978,0.057713,0.0523505,0.0283695,0.0554416,0.0912496,0.0580517,0.0445118,0.0440885,0.0350459,0.0362739,0.0423897,0.0570414,0.0608041,0.051769,0.0497147,0.0784566,0.0578748
0.0971962,0.0662535,0.0634904,0.0507949,0.0695901,0.0901815,0.0812136,0.055383,0.0726467,0.0609582,0.0498656,0.0316528,0.0539316,0.087508,0.061623,0.0621714,0.0823479,0.076178
0.0967616,0.0627715,0.062149,0.0335857,0.0666355,0.0826046,0.058556,0.047484,0.0529909,0.0447225,0.0339305,0.046498,0.0548462,0.0628435,0.0481204,0.0527809,0.0815948,0.0683525
0.101578,0.0539888,0.0482114,0.064057,0.0611274,0.084834,0.0580612,0.0547798,0.0603695,0.0464249,0.0302504,0.0403587,0.0630247,0.0600185,0.0418966,0.0495703,0.0788544,0.0711869
0.117332,0.0684959,0.0687575,0.0628507,0.0722379,0.105152,0.068779,0.0587719,0.0642404,0.0639597,0.0587295,0.0584302,0.0719868,0.0738589,0.0474567,0.0478808,0.082004,0.079477
0.102284,0.0580801,0.0579165,0.0523561,0.0661837,0.0989519,0.0682218,0.0497848,0.0759409,0.0369896,0.0516621,0.0452872,0.0565962,0.0587458,0.0502292,0.0555956,0.0852924,0.0698374
0.104527,0.0571817,0.0626792,0.0463595,0.0712836,0.099954,0.0705135,0.043364,0.0600231,0.055052,0.0465161,0.0457242,0.0602872,0.0723946,0.0574811,0.0560203,0.0826539,0.0746965
0.10149,0.0731922,0.0529162,0.0506762,0.0634641,0.101995,0.060502,0.0389623,0.0687295,0.0535735,0.0534584,0.0400431,0.0669034,0.0577065,0.0523995,0.0469884,0.0764823,0.0945665
0.109633,0.071807,0.0596764,0.0510376,0.063357,0.0962465,0.0784847,0.0460171,0.0712331,0.0659498,0.0476277,0.0440646,0.0716511,0.0735651,0.0547812,0.063022,0.0946267,0.0750156
0.111395,0.0746116,0.0617423,0.0550796,0.067168,0.0972683,0.066548,0.0420353,0.0697556,0.047539,0.0518192,0.0459267,0.0646506,0.0780077,0.0514867,0.0531314,0.0855736,0.0722356
0.115177,0.0681762,0.0666871,0.0521389,0.0731244,0.100876,0.0671664,0.0528184,0.0529494,0.0444839,0.0454124,0.0392482,0.0496586,0.0787522,0.0476201,0.0527988,0.0889628,0.059134
0.100176,0.0591331,0.0656593,0.0359311,0.0595562,0.0862215,0.0691592,0.0492008,0.0736502,0.0549716,0.038736,0.0336601,0.0491369,0.0713431,0.0508975,0.0448615,0.0671579,0.0681367
0.11218,0.0790254,0.0614311,0.0696145,0.0717472,0.0940073,0.0654197,0.0486373,0.0617291,0.0466797,0.063552,0.050739,0.0631197,0.0718681,0.0507107,0.0542016,0.0872039,0.0703047
0.096515,0.0440224,0.0487714,0.0439954,0.0557754,0.0900985,0.062746,0.0447935,0.0590079,0.043012,0.0425092,0.045299,0.0433197,0.0564187,0.0477759,0.047507,0.0728398,0.0784548
0.106717,0.0556762,0.0443737,0.0408206,0.0567191,0.0833547,0.0508238,0.0257748,0.0694317,0.0348692,0.0459254,0.0298107,0.0479644,0.0638378,0.0432147,0.047951,0.0631777,0.0671874
0.103825,0.0577952,0.0522625,0.0443866,0.0687127,0.073795,0.0621149,0.0328859,0.0728954,0.033295,0.0440697,0.0338576,0.0584182,0.0642031,0.0466187,0.0550226,0.0743931,0.067224
0.0894022,0.0564093,0.0505241,0.0409652,0.0439164,0.0803958,0.0418754,0.0540256,0.0546898,0.0458291,0.044439,0.027458,0.0411194,0.057233,0.0345842,0.036679,0.0784782,0.0674665
0.117264,0.0796353,0.0811113,0.0516973,0.0607318,0.10009,0.0777368,0.0449884,0.067651,0.0619068,0.0592079,0.0382481,0.0655504,0.0684046,0.0582158,0.0614394,0.0919539,0.0802934
0.0983329,0.0616601,0.0655811,0.0552809,0.0695962,0.100315,0.0622779,0.0577111,0.0637226,0.0448269,0.0368858,0.0395959,0.0692068,0.0671198,0.0456998,0.0491124,0.0991385,0.0746459
0.0965291,0.0665516,0.0740913,0.047252,0.0647358,0.0930199,0.0565551,0.0351865,0.0574539,0.0379999,0.039278,0.0297,0.0604797,0.0630911,0.0376454,0.051451,0.0826717,0.0746208
0.105983,0.0784062,0.0566219,0.0649342,0.0808541,0.0902468,0.0683305,0.0462687,0.0713026,0.0426025,0.0549434,0.0521738,0.0690597,0.0669899,0.044924,0.0730443,0.0890792,0.0827096
0.0962488,0.0740416,0.0477887,0.059362,0.0639795,0.0801569,0.0466726,0.0404456,0.0506673,0.0432018,0.0475689,0.035076,0.0548838,0.0451463,0.0316146,0.0365931,0.0720625,0.0540562
0.0844637,0.0466477,0.0465231,0.0302686,0.0440657,0.0713534,0.0476134,0.0254926,0.0528157,0.0357327,0.0452505,0.0265485,0.0510448,0.0546929,0.0251499,0.0427277,0.0574972,0.0588211
