M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],M45 ['0.4554035906'],"M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']","M43 ['0.5274385421,aver M40-M47=0.365207794']",M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M40 ['0.3193212148'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M46 ['0.1486785687'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M44 ['0.301252185'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M41 ['0.5752768485'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M47 ['0.377128386'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181'],M42 ['0.2171630181']
0.0363679,0.0435239,0.058421,0.0332591,0.0489012,0.0500378,0.0419703,0.0386868,0.0522421,0.0490201,0.0377066,0.06188,0.0482989,0.0661158,0.0445718,0.0457908,0.0495817,0.0821987,0.0647307,0.0329603,0.0647659,0.0505526,0.0454274,0.072699,0.0729972,0.0541527,0.0431674,0.0855529,0.0584292,0.063342,0.0476076,0.0495317,0.0671209,0.0646199,0.0603735,0.0778769,0.0396332,0.0433051,0.035362,0.0499008,0.0259279,0.0308926,0.0543707,0.0418881,0.0641275,0.0581709,0.0459223,0.0371516,0.0647494,0.0414662,0.0237014,0.0419482,0.0868936,0.0364996,0.0321005,0.0491244,0.0470501,0.0501719,0.0427886,0.0761401,0.0608826,0.0647517,0.0438428,0.0834749,0.0592469,0.0708839,0.0596183,0.046454,0.064195,0.0593827,0.0570352,0.0316931,0.0249978,0.037585,0.0377404,0.029903,0.0350136,0.0345039,0.0427466,0.076849,0.0706004,0.0356459,0.0474588,0.0614657,0.0394795,0.0396321,0.0279451,0.0332673,0.0431177,0.0353622,0.0305811,0.0403896,0.0455432,0.0688615,0.0452846,0.0543831,0.0584645,0.032031,0.0393441,0.0344942,0.0441733,0.0455315,0.0501156,0.0426508,0.0463633,0.0434549,0.0245844,0.0472032,0.0479412,0.0478746,0.106241,0.0681171,0.0864172,0.0661476,0.0612647,0.109663,0.048494,0.0935812,0.0849625,0.0651884,0.072672,0.0726008,0.0615394,0.0630508,0.0678236,0.0423524,0.0714242,0.0563187,0.0507964,0.0564362,0.0513773,0.0531227,0.0344728,0.059429,0.047844,0.0737638,0.0553189,0.07224,0.0493889,0.0405722,0.0490686,0.0696846,0.0827881,0.0338042
0.0430198,0.0650586,0.0653544,0.0499035,0.0500473,0.0614545,0.063374,0.0696493,0.0730503,0.0561804,0.0714033,0.0816623,0.0700462,0.0961098,0.0383063,0.0672073,0.0672324,0.102407,0.0625936,0.0326445,0.0363251,0.0441435,0.0274972,0.0621781,0.0565355,0.0453974,0.0563248,0.0557038,0.0536788,0.0512941,0.0360842,0.0316857,0.0592445,0.0460898,0.0367855,0.0415018,0.0558531,0.0344348,0.041053,0.0489538,0.0437959,0.0419757,0.0506585,0.0515861,0.0855945,0.0853298,0.046873,0.0592414,0.0789662,0.0308095,0.0671054,0.0422179,0.0979312,0.0464588,0.027852,0.0475127,0.0185777,0.0388904,0.0317369,0.0664664,0.0476656,0.0550716,0.04888,0.0710048,0.0364037,0.0554335,0.0562927,0.0317692,0.0549404,0.0314423,0.0401894,0.0268824,0.0530703,0.0559467,0.0525083,0.0444215,0.0530431,0.0502346,0.0448695,0.0835704,0.0657817,0.0524,0.0362488,0.0631268,0.0554247,0.0441109,0.0513826,0.0308114,0.0510366,0.0572046,0.0392769,0.0389026,0.0432631,0.061794,0.0421919,0.0555697,0.0699476,0.0500845,0.0403368,0.0381973,0.042935,0.0655525,0.0486172,0.0588797,0.0282798,0.0656839,0.024436,0.0407858,0.0481725,0.0293807,0.100758,0.0594685,0.0659591,0.0505794,0.0548402,0.0949129,0.0413897,0.0800628,0.0752456,0.0654761,0.0542017,0.0666115,0.0368279,0.0373709,0.047478,0.044004,0.0577418,0.07054,0.0683057,0.0533988,0.0374975,0.053983,0.0420517,0.0484881,0.0450559,0.0877996,0.0521094,0.0840655,0.0587034,0.0547972,0.0495814,0.0462748,0.0794588,0.034152
0.0543811,0.0475867,0.0827503,0.049697,0.0589529,0.0633377,0.0682817,0.0506288,0.0719822,0.0452194,0.0587148,0.0846969,0.0545005,0.0916277,0.0513363,0.057569,0.0831275,0.101359,0.0317934,0.0232928,0.0491812,0.0435927,0.0392398,0.0353539,0.0571858,0.0551739,0.0461862,0.0517965,0.0352828,0.0516255,0.0376745,0.0425991,0.05507,0.0546381,0.0543002,0.0450358,0.0433159,0.022419,0.0269467,0.0497528,0.0186806,0.0292873,0.0377957,0.0366494,0.0460795,0.0579178,0.0400476,0.0454862,0.0686448,0.0246496,0.0256779,0.030226,0.0583548,0.0215589,0.0327912,0.0627268,0.0482193,0.0458424,0.0495571,0.0795454,0.0623752,0.0648347,0.0493977,0.0856079,0.0452438,0.0529793,0.060838,0.0443194,0.0508193,0.0413481,0.0559549,0.0489148,0.026939,0.0438679,0.0410919,0.0400717,0.04038,0.0412962,0.033922,0.0966948,0.0578909,0.035868,0.0538224,0.052164,0.0482866,0.0496643,0.0333245,0.0348585,0.0374178,0.0345332,0.0362954,0.0543676,0.0478952,0.0914366,0.0636248,0.0641014,0.0663732,0.0536871,0.0397709,0.0329001,0.0487713,0.0514335,0.0628889,0.0475837,0.0427944,0.0600525,0.0192312,0.0647024,0.0499417,0.0459871,0.0940537,0.0391581,0.0647328,0.0550913,0.0483195,0.0861683,0.0357046,0.0763438,0.0655377,0.0567019,0.0647428,0.0635875,0.031818,0.0429163,0.0532743,0.0536058,0.0346989,0.0477226,0.0441177,0.0446486,0.0210465,0.0235821,0.0325803,0.0479987,0.033489,0.0611706,0.0298138,0.0687438,0.0294402,0.0402985,0.0279732,0.0371605,0.0618219,0.0372141
0.0435827,0.0491657,0.0660007,0.03942,0.0583158,0.0629039,0.0707263,0.056038,0.0576645,0.0742885,0.0439723,0.0806141,0.0697359,0.0779496,0.0508678,0.0545623,0.0518083,0.0945732,0.0506013,0.0410519,0.0394451,0.0303027,0.035531,0.0556005,0.0670399,0.0610978,0.0529495,0.0504722,0.0454755,0.029496,0.0430762,0.0318717,0.0629805,0.0425591,0.0478403,0.0342977,0.0582821,0.0434142,0.0157861,0.0697731,0.0452408,0.0328275,0.0604139,0.0489527,0.0464974,0.0852342,0.0543653,0.0472832,0.0828201,0.0321467,0.0482878,0.0456706,0.075948,0.032318,0.0439235,0.0566508,0.0522015,0.0392948,0.0455244,0.0708346,0.0488182,0.0742987,0.0637184,0.0809914,0.0589349,0.0682489,0.0563679,0.0495845,0.0517185,0.0392132,0.0316874,0.0511681,0.0286179,0.0196395,0.0316684,0.0569157,0.0313026,0.0422191,0.0317428,0.0835955,0.0659636,0.0519007,0.0581937,0.0543339,0.0339201,0.0478247,0.0386005,0.0260531,0.0365457,0.0589695,0.0463984,0.057101,0.0408394,0.0778656,0.066274,0.0692397,0.0634588,0.0395847,0.0408059,0.037938,0.0445338,0.0491572,0.0719257,0.0469504,0.0446661,0.0568604,0.0419515,0.0612262,0.0556173,0.0494021,0.102469,0.0722913,0.0874752,0.0589819,0.0586971,0.105701,0.0597408,0.107417,0.0709455,0.0589637,0.0637014,0.0834587,0.0822512,0.0512252,0.0791651,0.0839504,0.0551071,0.0640125,0.053057,0.0571338,0.0191099,0.0355083,0.0350611,0.0414142,0.0298295,0.0647095,0.0465914,0.0648534,0.0402822,0.055631,0.0326746,0.0644256,0.0783982,0.0428625
0.054238,0.0593275,0.0422202,0.0222926,0.0477635,0.0270141,0.0561013,0.046507,0.0631502,0.0460668,0.0299334,0.0623556,0.0505618,0.0734885,0.0322208,0.0362709,0.0622007,0.0981447,0.0715569,0.0320173,0.058655,0.0413622,0.0341771,0.0634446,0.0625047,0.0459904,0.0682246,0.0681607,0.0458884,0.041698,0.0402135,0.046985,0.077273,0.0606109,0.0572745,0.0565539,0.0506564,0.0525136,0.0295832,0.0530208,0.0429193,0.0418023,0.0559859,0.0506781,0.0776081,0.0763733,0.0537019,0.0447608,0.0760548,0.0321603,0.0385668,0.021035,0.0868687,0.0341221,0.0394677,0.0581517,0.0538369,0.0450473,0.0417803,0.0692176,0.0591452,0.0573458,0.0427531,0.064197,0.0423651,0.0565631,0.0455313,0.037922,0.044017,0.0461017,0.0400187,0.0310965,0.0121535,0.038537,0.0221537,0.0382245,0.021741,0.0298504,0.018873,0.0612469,0.0567049,0.0319658,0.0252469,0.0448072,0.0264746,0.0338177,0.0192817,0.0327653,0.0219676,0.0377825,0.040219,0.0561153,0.0563412,0.0797699,0.052758,0.0672146,0.0782978,0.0631142,0.0481571,0.04359,0.0398942,0.0735993,0.0676206,0.0581685,0.0492822,0.0602527,0.050123,0.0660382,0.0422543,0.0398154,0.107338,0.0489101,0.0805966,0.0424086,0.0605308,0.103093,0.0508858,0.0873755,0.0731346,0.051816,0.0636302,0.0549268,0.0470222,0.0326289,0.0627298,0.0676207,0.0431003,0.0512216,0.039598,0.0584779,0.0273881,0.0291198,0.0438987,0.0408867,0.0384532,0.0544091,0.0396901,0.0757226,0.0406085,0.0503101,0.0387667,0.0603837,0.0789187,0.0224968
0.0436089,0.0541103,0.0577094,0.0355479,0.0583574,0.0404205,0.0407682,0.0519867,0.0616275,0.0374049,0.0280469,0.0767562,0.0474575,0.0796087,0.0369042,0.0474622,0.0557798,0.0996769,0.0634194,0.0380276,0.0547577,0.0405045,0.044498,0.0491732,0.0702788,0.0562146,0.0618039,0.0593383,0.0521786,0.0484595,0.0388845,0.0413937,0.0564986,0.0556057,0.0678746,0.0516904,0.05035,0.055359,0.0324523,0.0806183,0.0488599,0.0467408,0.0601974,0.0508128,0.0685718,0.085496,0.0518831,0.0528821,0.0640069,0.0318377,0.0440248,0.027938,0.0807123,0.0319826,0.0366851,0.049043,0.0493208,0.047822,0.0277379,0.0718411,0.0464564,0.0671121,0.0541395,0.0754447,0.0465125,0.0558921,0.0550056,0.0400583,0.037833,0.0354048,0.0532942,0.0362586,0.0282491,0.0374461,0.031733,0.0378084,0.0308005,0.0412868,0.0319665,0.0719284,0.0677845,0.0447115,0.047372,0.0626826,0.0539478,0.0387709,0.0332095,0.0447904,0.0477389,0.0508154,0.0466665,0.0625457,0.056127,0.0875358,0.060853,0.0624769,0.076,0.0593724,0.0646243,0.0515898,0.0310502,0.0665635,0.0663596,0.0750543,0.0599865,0.0677562,0.0545014,0.0670369,0.0372545,0.0527777,0.101126,0.0589085,0.0668701,0.0606899,0.0737647,0.0978744,0.0473391,0.0900003,0.0921477,0.0738998,0.0841714,0.073194,0.0498376,0.0527018,0.0603359,0.0660755,0.0389504,0.0485702,0.0453169,0.0443544,0.0370907,0.0345481,0.0186009,0.0416542,0.0408705,0.043955,0.0422695,0.0647799,0.0240046,0.0391692,0.0390741,0.0449263,0.0615052,0.0258029
0.0454017,0.0518709,0.0665185,0.0421422,0.0495367,0.0423034,0.0471353,0.0417619,0.0625343,0.0415231,0.0386204,0.0747671,0.0550762,0.0735987,0.0416285,0.0509852,0.0638382,0.092038,0.0490133,0.021872,0.035884,0.0354161,0.0375517,0.0524293,0.0571593,0.0513324,0.047304,0.0564142,0.0368727,0.0351763,0.0336917,0.0341168,0.0511879,0.0413811,0.0501189,0.058306,0.0478381,0.045821,0.0379232,0.0769256,0.0359212,0.0430793,0.0636437,0.036608,0.0763239,0.0729221,0.0438653,0.0472517,0.0692856,0.0291272,0.0463647,0.0334086,0.0739421,0.0395788,0.0385267,0.0412395,0.0420739,0.0391922,0.0452641,0.079269,0.0413396,0.0544809,0.0482677,0.0785829,0.055946,0.0545054,0.0542226,0.0329896,0.0460367,0.0336884,0.0449512,0.032705,0.0284002,0.0306065,0.0221184,0.0267833,0.0294068,0.0307527,0.0148876,0.0742092,0.0435252,0.0309862,0.0415896,0.0503434,0.0211375,0.0321967,0.0356219,0.0281135,0.0354245,0.0505097,0.0383347,0.041724,0.0348315,0.0614555,0.0612943,0.0543712,0.0626858,0.032655,0.0379741,0.0332989,0.0377221,0.0512873,0.0521449,0.0455021,0.0429443,0.0553768,0.0387181,0.061176,0.0552206,0.048017,0.111603,0.0564011,0.055975,0.0576076,0.0546075,0.105118,0.0424201,0.0865899,0.0685878,0.0693864,0.0681475,0.0632936,0.0538915,0.04912,0.0788719,0.0661349,0.028633,0.0540129,0.0467009,0.0367734,0.0293022,0.0426249,0.0309196,0.0348619,0.0339315,0.0491977,0.0401281,0.0668683,0.0393018,0.0415563,0.0174557,0.0507027,0.0649292,0.0188498
0.0535203,0.0562945,0.0699065,0.0385666,0.0453061,0.0432298,0.0516769,0.0373474,0.0615132,0.040478,0.0423905,0.0780487,0.0661362,0.0878361,0.0473682,0.0361191,0.0498498,0.10295,0.0589131,0.0453525,0.07472,0.0455535,0.056663,0.0605812,0.0683069,0.063997,0.0614357,0.0766648,0.0578859,0.061686,0.0492243,0.0540035,0.0789099,0.0567777,0.0525903,0.0618661,0.051639,0.0475679,0.0396246,0.0619019,0.0389528,0.0436657,0.0415187,0.0511154,0.0720061,0.0727105,0.0490194,0.0431111,0.0762601,0.037792,0.0483878,0.0356057,0.078292,0.0426059,0.0326731,0.0350581,0.0347348,0.037002,0.0325887,0.0634207,0.0501532,0.0534797,0.0426005,0.0750142,0.0488913,0.0448452,0.0429263,0.026036,0.0472884,0.0417442,0.0386238,0.0372126,0.0205673,0.0268619,0.00586476,0.0266449,0.0299715,0.0207865,0.0197104,0.0610671,0.0416454,0.018221,0.0298822,0.0534582,0.0186762,0.0253139,0.0280508,0.0203496,0.0254605,0.0386641,0.0369405,0.0477241,0.0392753,0.068302,0.0542822,0.0594645,0.0719701,0.0542173,0.0513656,0.0481451,0.0406049,0.0465308,0.0684623,0.0547223,0.0478719,0.0624064,0.0445281,0.0709861,0.0433628,0.0378839,0.11382,0.0493595,0.0621409,0.0563985,0.058482,0.101786,0.0466007,0.0884575,0.0823072,0.0504545,0.0713026,0.0808438,0.0642125,0.0438815,0.0608506,0.0654186,0.0319079,0.0484432,0.0464398,0.0335585,0.0206695,0.0363786,0.0227782,0.0329197,0.0427656,0.0677493,0.0206181,0.0629028,0.0388214,0.045401,0.039272,0.0563071,0.0731696,0.0284607
0.0535052,0.0706986,0.080681,0.046027,0.0520362,0.0573447,0.048628,0.0520844,0.0642495,0.0614838,0.0376555,0.0823656,0.0595695,0.0863419,0.0473444,0.0596939,0.060541,0.0941695,0.052153,0.0345518,0.0522868,0.0368462,0.0340924,0.0414191,0.0500309,0.0404754,0.053522,0.055302,0.0435871,0.0396355,0.0325897,0.0367236,0.0518075,0.0448253,0.0476944,0.0393871,0.0594062,0.043115,0.0334149,0.0627435,0.0332486,0.0466012,0.0582752,0.0606044,0.0676904,0.0803801,0.0569711,0.0551216,0.0810932,0.0357642,0.0487538,0.034495,0.0686882,0.0447843,0.027539,0.0432669,0.0461295,0.0461342,0.0399621,0.0698436,0.0576235,0.0468934,0.0513224,0.074427,0.030119,0.0524118,0.0432117,0.0385416,0.0575885,0.0525982,0.0356746,0.0396663,0.0377202,0.029654,0.0275832,0.0378933,0.0392298,0.0306802,0.0140489,0.068263,0.050341,0.029601,0.0244471,0.0517703,0.042923,0.0353635,0.0345689,0.0339958,0.0290768,0.0489324,0.0265088,0.0385746,0.0265238,0.0663993,0.0494857,0.05629,0.0621028,0.0344049,0.0198556,0.0341566,0.0294229,0.0375697,0.0435655,0.0406974,0.0232121,0.0364064,0.0316851,0.0509963,0.0477093,0.0330066,0.103369,0.0553342,0.0653365,0.045786,0.0431418,0.10153,0.0467788,0.0831004,0.073058,0.0521242,0.0674757,0.0736418,0.0421,0.0543646,0.0611405,0.0549588,0.0462398,0.0666057,0.0391003,0.0394299,0.0378594,0.028339,0.0351784,0.0509906,0.0420745,0.0653233,0.044236,0.0641337,0.0379998,0.0423746,0.0534197,0.0511079,0.0757616,0.0333015
0.0408327,0.050381,0.0609533,0.0325987,0.0440526,0.0352137,0.0494286,0.0398891,0.0604383,0.0505099,0.04404,0.0781068,0.053149,0.0811628,0.0335688,0.0543898,0.0441683,0.0903764,0.0581686,0.0398283,0.0529131,0.0366983,0.0294536,0.0462246,0.0642005,0.0500453,0.0549268,0.0629836,0.0488157,0.0443801,0.047966,0.039132,0.0567367,0.0468225,0.0511279,0.0568269,0.0479012,0.0509122,0.0387041,0.0747044,0.0358449,0.0524625,0.0553759,0.0601767,0.0676686,0.0803799,0.0484718,0.0624306,0.0711802,0.0378933,0.0414043,0.0473193,0.0674932,0.0329948,0.0294042,0.0425903,0.0431796,0.038222,0.0307323,0.0657054,0.0553908,0.0581187,0.0435937,0.0725233,0.0345943,0.0604167,0.0370928,0.0192933,0.0368484,0.0385885,0.0361944,0.0187725,0.0298929,0.0292618,0.0196703,0.0305922,0.0445006,0.0348849,0.0325385,0.0716414,0.051738,0.0358233,0.040445,0.054687,0.0374434,0.0333385,0.0393518,0.034977,0.0344942,0.0539299,0.0397349,0.0457026,0.0355579,0.0775484,0.0511509,0.0696701,0.0718012,0.0544401,0.042358,0.0515668,0.0487188,0.0559814,0.0664767,0.0579546,0.0475203,0.0597004,0.0377753,0.0597497,0.048761,0.0301272,0.0979343,0.0453802,0.0621826,0.056662,0.048951,0.093633,0.0428887,0.0950186,0.0709937,0.0603708,0.0613427,0.0652224,0.045407,0.0464035,0.0708183,0.0657766,0.0447325,0.0598388,0.0503034,0.0436039,0.0407279,0.030038,0.0312042,0.0449907,0.0319217,0.0521223,0.0343448,0.0642862,0.0322409,0.0369054,0.0423651,0.0624098,0.0759425,0.0344604
0.0470094,0.0607557,0.0655507,0.0445692,0.0538818,0.0493055,0.0560867,0.0545213,0.0674099,0.0627035,0.0411528,0.0846915,0.0672875,0.0862215,0.0388628,0.0539855,0.0638101,0.0995697,0.0576478,0.0393495,0.0620525,0.042941,0.0346105,0.0602722,0.0615883,0.0579357,0.0676687,0.0737296,0.0552676,0.0468155,0.0519653,0.0552605,0.0632434,0.0581993,0.0618569,0.0583861,0.053302,0.0500318,0.0464824,0.07147,0.0571778,0.0565337,0.0619099,0.0629595,0.0853932,0.0914716,0.0661477,0.067759,0.0901321,0.0424024,0.0509852,0.0392508,0.0844645,0.0451165,0.0351589,0.0451225,0.0368332,0.0322616,0.0377276,0.0692746,0.058416,0.0519474,0.0495723,0.0816727,0.0323368,0.0507402,0.0419514,0.0358362,0.0409177,0.0417649,0.0400463,0.0317018,0.0336559,0.0419698,0.0322936,0.0376474,0.0396122,0.0434868,0.0338312,0.0687836,0.0476385,0.0344484,0.0347373,0.0548654,0.0451869,0.0379372,0.0380972,0.0398479,0.0348019,0.0579881,0.0316914,0.0447594,0.0310199,0.0501983,0.0544558,0.0503716,0.0644826,0.0321479,0.0323723,0.0288444,0.0328501,0.0436474,0.044199,0.0464555,0.0298715,0.0413935,0.025882,0.0572579,0.0437945,0.0356715,0.097163,0.0493979,0.0677319,0.0581022,0.0552176,0.0973105,0.0469339,0.0925898,0.0843135,0.0617447,0.0753353,0.0694908,0.0450896,0.0514478,0.0752106,0.0651098,0.0335416,0.0444261,0.0399831,0.0255952,0.0169108,0.0270167,0.016231,0.0260404,0.0180342,0.0330419,0.0288102,0.0562073,0.0233194,0.0333568,0.0299007,0.042583,0.0620689,0.0192371
0.0431221,0.0632586,0.0627159,0.0347664,0.0485577,0.0407837,0.0361694,0.0466368,0.064304,0.0380628,0.0382326,0.0675474,0.0515357,0.0766078,0.0280806,0.0475466,0.0536989,0.0947553,0.0584612,0.0423194,0.044279,0.0368349,0.0409925,0.040919,0.0535452,0.0492916,0.055197,0.0608548,0.0432945,0.0408284,0.0401931,0.0420492,0.0551059,0.0491067,0.0506815,0.0451895,0.0447197,0.0460371,0.0312837,0.0619361,0.0494486,0.0482774,0.0494628,0.0528255,0.0622318,0.077716,0.0496266,0.05263,0.0800659,0.0318824,0.0370412,0.0302809,0.0672215,0.0397467,0.0312851,0.0365619,0.0302862,0.0336754,0.0244975,0.0477396,0.0506407,0.0408392,0.0456815,0.0585807,0.0279368,0.0461282,0.0374152,0.0147645,0.0372165,0.0248632,0.0229862,0.0239944,0.0186363,0.0228123,0.0235475,0.0279358,0.0294781,0.0183587,0.0234525,0.0609267,0.042415,0.0218621,0.0334787,0.0468816,0.0258575,0.0240013,0.0230601,0.0257043,0.0264175,0.0385076,0.0273602,0.0442116,0.032348,0.062501,0.0443773,0.0453688,0.0585043,0.0393035,0.0320679,0.0325567,0.0286282,0.0472356,0.0545905,0.0387114,0.0366398,0.0531582,0.0213671,0.0503137,0.0485567,0.0294371,0.100044,0.0519487,0.0637888,0.0503237,0.0435666,0.0991801,0.040223,0.0838768,0.0705266,0.0624105,0.0637379,0.0783196,0.0458716,0.0509194,0.074851,0.0610537,0.0246493,0.0442998,0.0289136,0.0247797,0.0217152,0.0248482,0.0176293,0.0238401,0.0290645,0.0408822,0.0214361,0.0488911,0.0171336,0.0398363,0.0165654,0.0429152,0.0666792,0.0225836
0.0450127,0.0597804,0.0666701,0.0373332,0.0553943,0.0450622,0.0463536,0.0422592,0.0582576,0.0501404,0.0401198,0.0818643,0.0660012,0.0814904,0.0503405,0.0535201,0.048622,0.0966933,0.0535011,0.0394291,0.0505918,0.0367475,0.0329189,0.0417318,0.0585066,0.0595042,0.045219,0.0564453,0.0534379,0.0379232,0.0419502,0.0396691,0.0570025,0.0543724,0.0535959,0.0472224,0.0548718,0.0530692,0.0327989,0.0609536,0.0393371,0.046478,0.049756,0.048719,0.0616714,0.0795156,0.0570057,0.048116,0.0772279,0.0304317,0.0487163,0.0285444,0.0764882,0.0407047,0.0347993,0.0455451,0.0455021,0.0318255,0.0295401,0.060301,0.0404954,0.0509351,0.048183,0.0773247,0.0314794,0.0497344,0.0416789,0.0314498,0.0482323,0.0450799,0.0369554,0.0324485,0.02825,0.0351673,0.0248071,0.0298213,0.0313237,0.0221617,0.0224812,0.0616915,0.0447146,0.029456,0.0336112,0.0479094,0.0377886,0.0242106,0.0322296,0.0259866,0.0343449,0.0410273,0.0352329,0.0507118,0.0345995,0.0582677,0.0459054,0.0641233,0.0743516,0.048296,0.0385635,0.0383062,0.04133,0.0531637,0.0665342,0.049948,0.0371082,0.0533102,0.0281991,0.0577898,0.0490727,0.0338029,0.105891,0.0531907,0.0589979,0.0533394,0.0519963,0.0896498,0.0411302,0.0894583,0.0791339,0.0683845,0.0657806,0.0676203,0.0486431,0.0448634,0.0626105,0.0626409,0.0309129,0.0624353,0.0326868,0.0306388,0.0254446,0.0290238,0.0265203,0.0375348,0.0322312,0.0527445,0.0359526,0.0664312,0.0325434,0.0402992,0.0260354,0.0444778,0.0709601,0.0258832
0.0299956,0.0457188,0.0697559,0.0347131,0.0356103,0.039281,0.0450953,0.04512,0.0582579,0.0425459,0.0317684,0.077516,0.0507597,0.081305,0.0355481,0.0478845,0.0473077,0.092081,0.0603896,0.038909,0.0516023,0.0366099,0.0408789,0.0474235,0.0620655,0.0531262,0.0582026,0.0637536,0.0516112,0.0452621,0.0458166,0.0351381,0.0688795,0.0445568,0.0535507,0.0541294,0.0382763,0.0359543,0.0274481,0.0629294,0.0386507,0.0382221,0.0555232,0.0524091,0.0590907,0.0801524,0.0480689,0.0500469,0.0732489,0.0340105,0.0444589,0.0327347,0.0681215,0.0345713,0.0220758,0.0371127,0.0368307,0.034031,0.0248142,0.0567264,0.0475408,0.0503542,0.0458778,0.0738908,0.0241735,0.0445241,0.0411268,0.0225145,0.0379239,0.0327918,0.0296076,0.0297644,0.0288563,0.0343683,0.0297847,0.0317438,0.029525,0.0298126,0.026945,0.0651423,0.044683,0.0312689,0.0325405,0.0491111,0.0348828,0.0338025,0.0325165,0.0350226,0.0292654,0.0544585,0.0375329,0.0472555,0.0419055,0.0631161,0.0626964,0.0608933,0.077092,0.0472079,0.0448135,0.0462252,0.0398717,0.0565165,0.0593879,0.0587673,0.0396674,0.0583727,0.0384139,0.0674432,0.054058,0.037381,0.110899,0.0645701,0.0719485,0.0615243,0.0585117,0.100748,0.0442391,0.0939336,0.087461,0.0673889,0.0693501,0.0776094,0.0492035,0.0501392,0.0747532,0.0674499,0.0351711,0.0605964,0.0422975,0.0369321,0.0304416,0.0310495,0.0284779,0.0394177,0.0373543,0.0565719,0.0310974,0.0643366,0.0302546,0.0453912,0.0383783,0.0516248,0.0705766,0.0270546
