V05[1.2],V06[7.8],V08[6.9],V12[11.9],V16[6.0],V20[5.7],V24[5.5],V27[1.7],N05[1.8],N06[5.2],N08[6.5],N12[7.0],N16[9.0],N20[10.5],N24[16.7],N28[3.6],S06[1.4],S07[6.5],S09[8.1],S13[10.3],S17[19.0],S21[11.2],S25[12.2],S29[4.9]
0.219177,0.249224,0.255723,0.23076,0.257511,0.272548,0.238195,0.232351,0.214315,0.238867,0.246816,0.270667,0.224784,0.23731,0.241711,0.210086,0.258222,0.287824,0.289603,0.29839,0.279644,0.277879,0.257429,0.257566
0.235398,0.244783,0.250015,0.248016,0.240148,0.268915,0.253397,0.227309,0.230258,0.260945,0.250658,0.256829,0.25097,0.251366,0.239076,0.219752,0.277445,0.307133,0.294318,0.311184,0.283289,0.302107,0.263063,0.257769
0.244633,0.271375,0.272388,0.244249,0.249126,0.267471,0.237523,0.241763,0.234559,0.269598,0.253079,0.275349,0.233735,0.267419,0.267101,0.222283,0.27642,0.325484,0.307782,0.303049,0.281669,0.314715,0.28279,0.271577
0.261486,0.262993,0.281194,0.255158,0.262757,0.274291,0.248841,0.235804,0.251481,0.282327,0.264192,0.294477,0.273889,0.272706,0.268492,0.221995,0.288022,0.341215,0.320788,0.328305,0.321013,0.30886,0.294429,0.278467
0.263079,0.286373,0.289321,0.265526,0.307394,0.30095,0.27123,0.257391,0.273643,0.309874,0.284096,0.303701,0.295532,0.284664,0.300275,0.245378,0.307015,0.371356,0.343085,0.356241,0.344494,0.357547,0.318127,0.304084
0.290813,0.302235,0.315425,0.306051,0.31825,0.32134,0.312945,0.265264,0.281583,0.305615,0.316971,0.326003,0.304837,0.293551,0.314933,0.267209,0.338759,0.392098,0.386769,0.388484,0.364124,0.360719,0.34134,0.311765
0.329953,0.314568,0.341111,0.32959,0.341488,0.330878,0.335188,0.295449,0.316797,0.328224,0.328749,0.354626,0.317155,0.323042,0.32995,0.27244,0.352231,0.397549,0.389701,0.40001,0.371965,0.383635,0.337604,0.325033
0.332453,0.344122,0.363488,0.332818,0.363196,0.349479,0.334299,0.299649,0.318654,0.358313,0.348146,0.386567,0.322584,0.350492,0.34765,0.294403,0.36306,0.441014,0.398884,0.408567,0.38602,0.412197,0.377539,0.340607
0.352393,0.339405,0.383825,0.34149,0.383259,0.367831,0.346655,0.309752,0.335396,0.391643,0.352086,0.392514,0.339243,0.379599,0.365576,0.308042,0.392287,0.441422,0.427352,0.425426,0.399311,0.425121,0.386583,0.351589
0.364922,0.38084,0.398827,0.363693,0.407646,0.384028,0.35255,0.317463,0.349264,0.404465,0.382425,0.399641,0.351244,0.387669,0.382072,0.313155,0.399825,0.466777,0.438346,0.444315,0.41953,0.425865,0.406011,0.383358
0.380383,0.38103,0.395737,0.371779,0.414868,0.396431,0.3725,0.340204,0.367008,0.403242,0.391793,0.41756,0.374963,0.391261,0.397704,0.329178,0.404397,0.470801,0.461336,0.449603,0.436633,0.446154,0.404051,0.389994
0.373038,0.387257,0.413872,0.372404,0.414665,0.394893,0.380187,0.353703,0.372862,0.417758,0.4023,0.431172,0.370697,0.40392,0.411449,0.335022,0.412652,0.486642,0.458429,0.471373,0.445488,0.453532,0.423723,0.399712
0.394346,0.39476,0.423837,0.389629,0.426045,0.414713,0.387568,0.348454,0.386512,0.445061,0.41388,0.44916,0.383675,0.401609,0.410336,0.341155,0.42393,0.492824,0.472196,0.472323,0.450616,0.46177,0.427326,0.403216
0.399284,0.412735,0.426319,0.393725,0.428118,0.409905,0.396438,0.35352,0.393361,0.428927,0.421607,0.444027,0.386651,0.416215,0.427806,0.349253,0.41779,0.489573,0.465059,0.472619,0.458194,0.456118,0.431322,0.404145
0.408251,0.416533,0.415047,0.388314,0.434687,0.420722,0.396047,0.366301,0.390307,0.442609,0.429224,0.450893,0.399711,0.418936,0.428498,0.362785,0.427647,0.499036,0.47796,0.478738,0.464464,0.459938,0.432969,0.404146
0.402768,0.409415,0.419379,0.403538,0.438741,0.428335,0.399271,0.361101,0.393171,0.447411,0.432426,0.446446,0.409569,0.415834,0.430032,0.370216,0.439908,0.506947,0.498936,0.490434,0.463248,0.481229,0.431002,0.415534
0.413486,0.41257,0.42123,0.411587,0.435568,0.437317,0.404202,0.377501,0.387696,0.450005,0.437487,0.450958,0.411165,0.423625,0.429287,0.380015,0.434355,0.528546,0.506773,0.509182,0.480271,0.488926,0.446635,0.424079
0.410649,0.432204,0.434393,0.422091,0.458237,0.447072,0.405267,0.386758,0.398022,0.463161,0.443416,0.468124,0.436284,0.440287,0.446557,0.386566,0.456198,0.538789,0.513252,0.517718,0.478276,0.491656,0.46187,0.428943
0.427854,0.439168,0.440673,0.435817,0.470487,0.466742,0.424466,0.400698,0.400162,0.466432,0.461059,0.480476,0.46589,0.466008,0.455092,0.400916,0.460775,0.556809,0.527045,0.551262,0.51029,0.497691,0.467723,0.425002
0.439806,0.448138,0.449129,0.484697,0.500108,0.48794,0.433359,0.43132,0.412254,0.472634,0.464406,0.498803,0.463292,0.468928,0.470941,0.427829,0.468813,0.544985,0.511853,0.522416,0.496461,0.494123,0.466592,0.42931
0.45023,0.475093,0.497987,0.485959,0.514039,0.510505,0.46627,0.418376,0.423741,0.50661,0.471103,0.508329,0.480975,0.500781,0.496203,0.420822,0.432488,0.520344,0.488026,0.472829,0.467475,0.473641,0.422206,0.388471
0.415459,0.444552,0.459622,0.461017,0.492928,0.48494,0.422184,0.394196,0.409779,0.474533,0.470371,0.484353,0.467809,0.460954,0.478994,0.397545,0.358529,0.429612,0.412529,0.392996,0.375329,0.379516,0.353301,0.352472
0.390535,0.419359,0.396796,0.394227,0.44143,0.441971,0.384168,0.364641,0.352808,0.436876,0.425669,0.456626,0.424142,0.424312,0.418341,0.360008,0.263719,0.311321,0.288034,0.317807,0.268562,0.260373,0.26461,0.244047
0.322232,0.326112,0.307596,0.288966,0.351169,0.35532,0.303648,0.290607,0.306038,0.333625,0.336068,0.327288,0.31453,0.317322,0.305399,0.281773,0.212008,0.273329,0.249478,0.253648,0.251871,0.241862,0.259106,0.228778
0.258906,0.228559,0.241713,0.239451,0.293695,0.279905,0.254418,0.211306,0.234632,0.275481,0.278277,0.284155,0.235482,0.256503,0.269946,0.231301,0.214489,0.272341,0.257655,0.254193,0.26184,0.256759,0.244893,0.207528
0.243413,0.236733,0.267395,0.237989,0.263989,0.259609,0.243996,0.202673,0.218934,0.263654,0.255563,0.258298,0.237329,0.253465,0.245964,0.17684,0.206742,0.286926,0.248051,0.253653,0.259089,0.256298,0.229979,0.21198
0.224317,0.252265,0.263588,0.228292,0.259584,0.252169,0.239972,0.200879,0.226585,0.266897,0.249544,0.281406,0.24941,0.277185,0.243151,0.206881,0.250825,0.253073,0.250376,0.25856,0.23979,0.256568,0.236382,0.192627
0.228067,0.257296,0.237242,0.246013,0.260794,0.268323,0.214876,0.225029,0.218016,0.261024,0.265408,0.263605,0.259896,0.280833,0.259419,0.204895,0.225166,0.273317,0.291078,0.295961,0.23972,0.269886,0.253543,0.207228
0.243237,0.257562,0.251038,0.245962,0.225485,0.256835,0.231975,0.227476,0.210813,0.244394,0.281988,0.285885,0.258279,0.26984,0.258397,0.221372,0.236111,0.293444,0.2645,0.275458,0.268972,0.2366,0.254642,0.22488
0.262386,0.260588,0.252435,0.242991,0.267465,0.272788,0.264528,0.212024,0.225762,0.285552,0.261327,0.29481,0.226885,0.263693,0.276544,0.205856,0.237573,0.303329,0.293566,0.279468,0.283353,0.291393,0.25943,0.248443
0.265759,0.263154,0.258854,0.264476,0.284611,0.284393,0.265722,0.22452,0.232384,0.28717,0.269814,0.286511,0.26553,0.290898,0.264062,0.229846,0.244029,0.287852,0.265439,0.282688,0.270596,0.290099,0.249039,0.238375
0.268212,0.27567,0.271792,0.283111,0.31062,0.259054,0.242092,0.231454,0.258107,0.30733,0.270325,0.30129,0.255235,0.294189,0.285349,0.235609,0.271285,0.296257,0.279368,0.289152,0.262175,0.294977,0.268217,0.24226
0.254422,0.271659,0.290852,0.271511,0.318849,0.2965,0.270588,0.261175,0.25652,0.280662,0.279556,0.293869,0.29331,0.315027,0.28864,0.234184,0.274423,0.31565,0.310867,0.324372,0.287676,0.299351,0.272279,0.276319
0.270966,0.285745,0.290444,0.290215,0.313088,0.300269,0.291656,0.261654,0.247458,0.325482,0.297976,0.31281,0.286844,0.299971,0.303861,0.233612,0.284422,0.331257,0.330811,0.31801,0.313382,0.300747,0.27292,0.278934
0.310033,0.303116,0.316571,0.282706,0.329762,0.328948,0.288133,0.259629,0.27041,0.320503,0.324402,0.331445,0.29579,0.301993,0.297042,0.266368,0.310549,0.35275,0.347288,0.351556,0.325879,0.342545,0.310188,0.267913
0.308047,0.321325,0.308559,0.310675,0.316364,0.329583,0.280802,0.267876,0.305651,0.326789,0.30312,0.349024,0.301823,0.325507,0.325616,0.273357,0.294316,0.35391,0.35172,0.351574,0.354048,0.352099,0.312296,0.280849
0.32605,0.31056,0.333107,0.316445,0.352995,0.350708,0.317418,0.270896,0.315329,0.350965,0.341719,0.339721,0.303572,0.338925,0.334563,0.275453,0.334039,0.377702,0.356367,0.394109,0.332842,0.345406,0.327002,0.281965
0.351872,0.315948,0.354319,0.33688,0.37734,0.350381,0.347149,0.30016,0.309569,0.372882,0.335886,0.375376,0.320082,0.343545,0.362104,0.261861,0.344791,0.401237,0.374348,0.38183,0.343255,0.358075,0.353831,0.324704
0.332059,0.332606,0.372807,0.335091,0.361291,0.355923,0.352888,0.320359,0.312086,0.363346,0.356174,0.383065,0.343815,0.360988,0.364311,0.298843,0.353151,0.400967,0.401968,0.396305,0.382295,0.375715,0.367451,0.335231
0.344388,0.349561,0.38595,0.338389,0.372086,0.380385,0.342312,0.30461,0.339689,0.370423,0.368601,0.379698,0.351542,0.3774,0.383102,0.308907,0.345145,0.420906,0.421222,0.41094,0.373017,0.395606,0.37032,0.336444
0.352646,0.361407,0.360127,0.348825,0.393696,0.380451,0.351388,0.31952,0.334226,0.383191,0.383178,0.403391,0.347362,0.382856,0.387936,0.319556,0.358957,0.430824,0.404917,0.407548,0.396126,0.406694,0.389075,0.341513
0.364735,0.362914,0.392295,0.365438,0.377604,0.382642,0.374077,0.317732,0.345983,0.403424,0.383953,0.417912,0.356673,0.393761,0.383464,0.335422,0.385057,0.43371,0.440106,0.430656,0.412191,0.417489,0.393692,0.356288
0.382054,0.383516,0.385568,0.380087,0.408688,0.38878,0.374357,0.34206,0.370793,0.420531,0.385432,0.430339,0.363873,0.407093,0.401112,0.337968,0.402216,0.466595,0.447816,0.441113,0.430209,0.421307,0.405247,0.372585
0.383644,0.404175,0.410502,0.3831,0.413337,0.399558,0.374132,0.342715,0.365751,0.427619,0.403733,0.433786,0.372332,0.406956,0.404258,0.332893,0.397967,0.468319,0.45144,0.448188,0.437672,0.437657,0.415408,0.389276
0.398292,0.401271,0.42823,0.391556,0.426218,0.421005,0.389554,0.350531,0.383297,0.433006,0.415191,0.446871,0.378444,0.41653,0.417161,0.348243,0.392881,0.464021,0.443213,0.432163,0.422692,0.435603,0.39896,0.383046
0.3936,0.398548,0.412396,0.373735,0.433857,0.410655,0.388925,0.356026,0.388291,0.433922,0.41187,0.43373,0.396754,0.408282,0.430798,0.360604,0.381377,0.431703,0.42135,0.405946,0.391853,0.409232,0.384875,0.361628
0.380818,0.388776,0.396938,0.383661,0.407853,0.390546,0.364612,0.35226,0.362297,0.418092,0.410984,0.42478,0.375036,0.388161,0.39762,0.331512,0.340165,0.392464,0.37646,0.374262,0.363368,0.376218,0.346919,0.325422
0.350243,0.36139,0.362468,0.348986,0.366633,0.365858,0.343688,0.322018,0.349428,0.379428,0.369951,0.380441,0.347054,0.359043,0.367833,0.333035,0.301903,0.325858,0.318542,0.311284,0.309252,0.298035,0.291509,0.287535
0.30201,0.298919,0.305737,0.298576,0.307003,0.299338,0.275962,0.272217,0.305432,0.329663,0.304758,0.331854,0.300859,0.310968,0.305321,0.286532,0.22651,0.252453,0.231826,0.220792,0.224921,0.217001,0.215491,0.226163
0.22007,0.220955,0.218617,0.210177,0.21758,0.225429,0.210189,0.209151,0.240594,0.255486,0.243283,0.244893,0.231693,0.21856,0.22687,0.212922,0.146561,0.15037,0.144124,0.13521,0.15423,0.136437,0.142405,0.152965
0.134411,0.132869,0.128236,0.130907,0.127628,0.126943,0.115486,0.124988,0.153488,0.154639,0.150867,0.137236,0.149092,0.136488,0.139541,0.15655,0.102378,0.0881726,0.0925,0.0954002,0.100134,0.0893252,0.103551,0.121499
0.0591915,0.0729823,0.0449522,0.0549944,0.0446228,0.0571565,0.0507809,0.0689745,0.0807122,0.0664185,0.070726,0.0541489,0.0694627,0.0607129,0.0606672,0.0760873,0.109926,0.106848,0.0985343,0.105659,0.0943521,0.0982275,0.103721,0.111152
0.0429661,0.0602459,0.0328814,0.0490548,0.0448967,0.0421227,0.0472578,0.0508416,0.0538845,0.0530481,0.0408122,0.0325428,0.0549023,0.0475376,0.0431104,0.0828258,0.116195,0.119551,0.110899,0.113901,0.119635,0.11536,0.110035,0.113314
0.0658834,0.0640836,0.0487876,0.0476201,0.0487733,0.0518492,0.0561734,0.0776836,0.0555511,0.0536003,0.0507294,0.0567195,0.0696168,0.0595284,0.051154,0.0725386,0.134975,0.160578,0.167907,0.139731,0.154115,0.148359,0.138169,0.137207
0.0859171,0.0727834,0.0623558,0.0799215,0.0782625,0.0905788,0.0716993,0.0909712,0.0701536,0.0670327,0.0809653,0.0815494,0.0905051,0.0690501,0.0843678,0.086569,0.16019,0.220869,0.211515,0.201714,0.197075,0.214033,0.185654,0.184144
0.119573,0.147052,0.128667,0.146381,0.130274,0.157473,0.151958,0.143074,0.11917,0.143325,0.135061,0.132302,0.150385,0.131635,0.12034,0.12967,0.21004,0.260996,0.251621,0.264646,0.238671,0.233287,0.229746,0.201646
0.182352,0.196515,0.211331,0.226535,0.210577,0.220513,0.202552,0.186289,0.165901,0.213983,0.19254,0.204954,0.199412,0.184927,0.210154,0.160196,0.227375,0.266735,0.257283,0.250081,0.248981,0.236194,0.236913,0.207824
0.195185,0.246784,0.248528,0.228697,0.251898,0.24994,0.207648,0.184211,0.219838,0.256062,0.237074,0.223156,0.233712,0.254279,0.263735,0.201315,0.206791,0.271704,0.279151,0.274655,0.249247,0.241926,0.24826,0.197129
0.219878,0.249337,0.235989,0.216895,0.250778,0.269234,0.203815,0.201253,0.190428,0.27983,0.216962,0.250015,0.232578,0.266011,0.269136,0.210684,0.230688,0.271701,0.250528,0.270093,0.260236,0.272679,0.228132,0.196192
0.23609,0.253683,0.239438,0.242352,0.24882,0.234701,0.223151,0.206032,0.191108,0.26321,0.23301,0.281287,0.234716,0.250912,0.233115,0.189011,0.206978,0.275092,0.269298,0.28348,0.268691,0.252753,0.229258,0.21142
0.23539,0.236174,0.207396,0.242566,0.261813,0.266917,0.27256,0.193272,0.210973,0.273659,0.251851,0.25769,0.239411,0.242787,0.254108,0.232054,0.249995,0.269806,0.300423,0.286243,0.260159,0.25356,0.24381,0.213735
0.251691,0.232576,0.28373,0.256276,0.316046,0.264264,0.257196,0.215952,0.227252,0.275626,0.282406,0.302417,0.262576,0.263801,0.265295,0.200715,0.241885,0.273828,0.273038,0.276458,0.253934,0.270286,0.249911,0.213757
0.247538,0.267194,0.259437,0.261994,0.263057,0.296094,0.253072,0.248112,0.21939,0.250928,0.276726,0.293644,0.28456,0.263071,0.272256,0.20016,0.26112,0.284141,0.276896,0.279677,0.260931,0.256986,0.243725,0.200437
0.234711,0.249217,0.254768,0.232209,0.269863,0.292086,0.231156,0.228729,0.246783,0.286005,0.282887,0.267566,0.266699,0.268662,0.280287,0.203831,0.245166,0.298736,0.253354,0.25768,0.262093,0.25605,0.239861,0.190609
0.250555,0.259597,0.263125,0.22788,0.294781,0.292009,0.223143,0.234799,0.235381,0.286046,0.258681,0.274545,0.276227,0.264927,0.272248,0.218424,0.23381,0.27261,0.245094,0.250599,0.235981,0.240372,0.21746,0.201811
0.246536,0.244012,0.260475,0.22302,0.261348,0.249708,0.230465,0.232898,0.23008,0.274091,0.244958,0.272177,0.255828,0.268304,0.260906,0.210523,0.226945,0.244472,0.231847,0.252542,0.21936,0.221762,0.201885,0.20191
0.229523,0.2238,0.224258,0.213637,0.243006,0.235322,0.226295,0.194455,0.218608,0.258314,0.2292,0.259361,0.228463,0.224195,0.230682,0.199025,0.211979,0.221924,0.224349,0.209439,0.228947,0.212119,0.203865,0.176955
0.186033,0.192562,0.209035,0.208547,0.233628,0.204562,0.207622,0.155447,0.183023,0.217735,0.213626,0.219093,0.181701,0.213379,0.205469,0.171141,0.20644,0.201615,0.189724,0.184483,0.19531,0.188841,0.166452,0.174886
0.172913,0.17199,0.192982,0.170509,0.18111,0.173299,0.169,0.153865,0.161221,0.18913,0.172815,0.175376,0.16334,0.170633,0.179033,0.147782,0.170117,0.203876,0.183457,0.174422,0.183694,0.191189,0.191502,0.167487
0.154873,0.173003,0.15469,0.149784,0.160038,0.15342,0.133359,0.143455,0.1545,0.164476,0.154674,0.155512,0.161753,0.160719,0.156701,0.133834,0.170035,0.188222,0.161621,0.169044,0.171832,0.174617,0.152728,0.151738
0.136033,0.142911,0.150629,0.119439,0.131726,0.130653,0.122294,0.1313,0.131219,0.144013,0.143207,0.13725,0.151409,0.132844,0.15192,0.133406,0.150085,0.156961,0.159946,0.165144,0.15437,0.170695,0.166716,0.167336
0.124584,0.121014,0.112862,0.121275,0.12533,0.119248,0.12454,0.107581,0.131387,0.13747,0.130771,0.126062,0.13229,0.126359,0.131457,0.122828,0.156454,0.176057,0.154503,0.141631,0.155824,0.143728,0.151122,0.158921
0.119346,0.112522,0.122804,0.0988062,0.112939,0.105296,0.115931,0.123618,0.122974,0.115613,0.126155,0.129374,0.119249,0.119605,0.111913,0.103115,0.148572,0.147881,0.151231,0.152174,0.157833,0.151341,0.152167,0.151027
0.105071,0.107155,0.107002,0.105125,0.0965862,0.107193,0.105682,0.10698,0.118783,0.120618,0.118415,0.105878,0.100397,0.099881,0.109912,0.0945486,0.14751,0.150357,0.148504,0.139475,0.150229,0.156349,0.153087,0.165659
0.0989754,0.0930737,0.113127,0.0910573,0.0970899,0.103616,0.0984955,0.0991679,0.111809,0.112918,0.100626,0.110367,0.101561,0.109095,0.0907144,0.101259,0.154334,0.156678,0.145648,0.144654,0.137596,0.159161,0.143511,0.164443
0.11107,0.107354,0.103378,0.114264,0.089186,0.0987063,0.102666,0.108765,0.109911,0.103824,0.103141,0.0987548,0.0965294,0.100805,0.109687,0.110313,0.153419,0.148438,0.134705,0.138535,0.145399,0.148432,0.165239,0.150015
0.10761,0.10148,0.0972206,0.110079,0.0942647,0.0943454,0.0943113,0.105392,0.112259,0.114176,0.109928,0.099474,0.109467,0.0982256,0.114687,0.117869,0.155754,0.153586,0.152312,0.138037,0.162031,0.151435,0.151178,0.147418
0.10376,0.120765,0.0944344,0.0945698,0.0929634,0.103653,0.0970467,0.109391,0.119438,0.0969513,0.110323,0.0966274,0.105999,0.106308,0.11278,0.110076,0.144244,0.176405,0.158173,0.138113,0.154331,0.149234,0.162929,0.153106
0.101036,0.11014,0.0922459,0.117569,0.105442,0.103098,0.105146,0.118872,0.10281,0.0958806,0.108805,0.105859,0.116627,0.105645,0.115704,0.12967,0.178147,0.163504,0.179069,0.178102,0.159691,0.172083,0.162903,0.162886
0.117925,0.121763,0.104445,0.133579,0.136619,0.135517,0.120552,0.138876,0.107831,0.120393,0.11286,0.128676,0.146393,0.113519,0.119898,0.145755,0.186914,0.220972,0.21504,0.202982,0.190649,0.206591,0.198465,0.179423
0.155322,0.175466,0.167597,0.190479,0.180475,0.193002,0.145378,0.170227,0.131865,0.162146,0.167675,0.155876,0.193255,0.150814,0.158575,0.172103,0.192411,0.222009,0.22329,0.230876,0.187614,0.183034,0.201982,0.176572
0.176918,0.20895,0.230872,0.224741,0.214779,0.216561,0.200101,0.203683,0.170172,0.201691,0.202829,0.21406,0.191881,0.2187,0.201945,0.18811,0.199904,0.224932,0.194488,0.214877,0.217157,0.215686,0.190868,0.182514
0.188086,0.236596,0.221909,0.202431,0.211102,0.209501,0.205947,0.181793,0.160406,0.195335,0.192201,0.231943,0.218445,0.234103,0.210736,0.17336,0.192449,0.241157,0.21143,0.191709,0.220375,0.208752,0.184653,0.178586
0.19701,0.2122,0.198117,0.195494,0.2241,0.208224,0.209633,0.174687,0.208186,0.206911,0.209162,0.248352,0.206441,0.18972,0.207155,0.203456,0.203083,0.218888,0.240716,0.230707,0.199063,0.200624,0.186618,0.177129
0.19982,0.179503,0.199878,0.211631,0.23524,0.231445,0.198359,0.17587,0.200715,0.196267,0.212055,0.225858,0.168768,0.214814,0.198486,0.154735,0.184331,0.213855,0.225245,0.234456,0.21595,0.227657,0.186265,0.183002
0.197829,0.179552,0.193401,0.207051,0.226497,0.209104,0.222333,0.169221,0.19112,0.211495,0.217627,0.210463,0.197292,0.206135,0.179921,0.158312,0.199491,0.218248,0.201953,0.220862,0.205473,0.217112,0.218441,0.17467
0.201416,0.189375,0.195561,0.210255,0.23576,0.229237,0.188485,0.174095,0.173224,0.23605,0.189933,0.202174,0.19935,0.2125,0.183512,0.132902,0.184379,0.240315,0.198404,0.220365,0.187956,0.212371,0.203271,0.176458
0.19554,0.230074,0.210347,0.181473,0.231088,0.200322,0.161153,0.186895,0.178774,0.203899,0.187211,0.189302,0.223461,0.239136,0.219909,0.17397,0.18965,0.223964,0.214821,0.222831,0.224206,0.193341,0.19841,0.17005
0.183716,0.204289,0.206144,0.178081,0.195251,0.212354,0.190657,0.192909,0.18129,0.194647,0.231775,0.232406,0.210774,0.208704,0.2082,0.165242,0.176722,0.22484,0.217984,0.220865,0.204189,0.185111,0.178122,0.173215
0.165993,0.20413,0.21465,0.176332,0.214803,0.203165,0.190407,0.161183,0.164727,0.180971,0.192179,0.219611,0.199183,0.19945,0.213358,0.150888,0.174175,0.216996,0.226535,0.217958,0.196149,0.200128,0.214132,0.173762
0.194822,0.20629,0.210355,0.190777,0.228151,0.213758,0.192653,0.159006,0.187504,0.228065,0.1981,0.240655,0.201302,0.19418,0.19626,0.145697,0.183661,0.220511,0.2222,0.196879,0.205121,0.201661,0.212462,0.152039
0.198759,0.170276,0.180953,0.200121,0.227185,0.239082,0.175681,0.168258,0.176551,0.227393,0.186104,0.216158,0.191478,0.204575,0.203476,0.177065,0.189119,0.2368,0.196927,0.203041,0.198819,0.209543,0.192499,0.161061
0.191445,0.184396,0.182308,0.197273,0.212974,0.202805,0.169294,0.174674,0.158242,0.216262,0.180942,0.212594,0.206251,0.182147,0.199052,0.169781,0.200391,0.230199,0.207515,0.192691,0.220805,0.209302,0.183141,0.1536
0.163105,0.204576,0.194998,0.189559,0.193711,0.19733,0.16104,0.176144,0.157115,0.185441,0.170777,0.179081,0.194768,0.173232,0.180265,0.166912,0.197173,0.214683,0.220913,0.216242,0.196958,0.204098,0.177008,0.184157
0.168896,0.185314,0.192355,0.165633,0.200373,0.20627,0.197011,0.181541,0.160293,0.193752,0.199297,0.20803,0.170316,0.182521,0.164899,0.183212,0.180911,0.224431,0.236891,0.213369,0.207987,0.204666,0.196558,0.174729
0.178356,0.174744,0.188044,0.167552,0.185123,0.191634,0.183027,0.150357,0.187257,0.197911,0.201964,0.181893,0.172575,0.188534,0.217871,0.146707,0.202171,0.219036,0.195196,0.201602,0.207798,0.215407,0.197629,0.179451
0.186622,0.161774,0.19043,0.176554,0.198278,0.177793,0.171642,0.169784,0.172206,0.218097,0.19402,0.215064,0.171403,0.195103,0.201972,0.169003,0.204358,0.230873,0.207644,0.217282,0.202418,0.225753,0.214688,0.196693
0.18822,0.192519,0.184191,0.15648,0.196524,0.197474,0.180056,0.167688,0.189309,0.22296,0.189882,0.202377,0.19715,0.175951,0.180379,0.157041,0.211535,0.232559,0.252631,0.233892,0.220533,0.225396,0.183942,0.193931
0.216223,0.186094,0.185943,0.194832,0.193951,0.213992,0.17382,0.169802,0.170076,0.205973,0.196218,0.182952,0.168208,0.190744,0.198286,0.147855,0.219409,0.247187,0.242189,0.239853,0.215662,0.231117,0.215169,0.201375
0.191302,0.202418,0.193659,0.190316,0.200157,0.196244,0.183252,0.167555,0.19004,0.217689,0.194259,0.218322,0.18105,0.193351,0.190699,0.178814,0.216927,0.251273,0.245882,0.254058,0.246901,0.236661,0.223522,0.206526
0.181576,0.210013,0.217457,0.187161,0.200496,0.188081,0.18022,0.179388,0.201078,0.216955,0.197279,0.215945,0.198613,0.210708,0.197315,0.177612,0.244051,0.243155,0.214328,0.25119,0.240348,0.243196,0.231059,0.219463
0.198239,0.195576,0.223684,0.212964,0.223584,0.216908,0.186836,0.185632,0.201625,0.200384,0.217275,0.215246,0.192526,0.226847,0.22559,0.177926,0.227263,0.264075,0.253575,0.237522,0.251541,0.244457,0.230488,0.23317
0.21696,0.214309,0.210417,0.192082,0.212701,0.211485,0.215381,0.189536,0.206348,0.222363,0.223291,0.238898,0.200302,0.22041,0.22154,0.180766,0.225568,0.258213,0.249274,0.256185,0.246409,0.250151,0.237267,0.223746
0.213976,0.210516,0.220365,0.196678,0.224944,0.224924,0.203465,0.191605,0.20245,0.243604,0.212085,0.225973,0.206358,0.214277,0.217526,0.176247,0.230502,0.264382,0.259598,0.259797,0.252227,0.257561,0.236154,0.249227
0.222941,0.210594,0.221839,0.186725,0.226237,0.217647,0.213036,0.187089,0.199955,0.222132,0.223806,0.226021,0.203955,0.227718,0.231926,0.189154,0.242788,0.271377,0.259443,0.257145,0.2528,0.259231,0.257958,0.239796
0.218604,0.209653,0.217201,0.208505,0.222843,0.218724,0.205353,0.196288,0.220854,0.241373,0.22223,0.226003,0.210343,0.227195,0.221924,0.187701,0.239347,0.270927,0.261792,0.254348,0.262612,0.269265,0.24812,0.236509
0.22842,0.229663,0.227703,0.218134,0.214981,0.215066,0.202622,0.206497,0.220177,0.230664,0.231165,0.22737,0.215324,0.220814,0.21431,0.203691,0.263215,0.276588,0.256283,0.260008,0.26034,0.262827,0.260646,0.242968
0.21586,0.217345,0.232105,0.211579,0.231624,0.224292,0.22061,0.219813,0.227046,0.234783,0.245519,0.245199,0.217919,0.234874,0.236862,0.217047,0.246766,0.28696,0.274594,0.257048,0.261921,0.267649,0.256321,0.235296
0.211133,0.229088,0.220554,0.213195,0.22627,0.244999,0.20942,0.205541,0.224579,0.243612,0.240375,0.230917,0.222049,0.237615,0.243471,0.227477,0.22995,0.291183,0.281526,0.273313,0.267923,0.270876,0.245837,0.232732
0.226796,0.225089,0.225938,0.239298,0.240551,0.237522,0.218275,0.225934,0.216509,0.240969,0.232377,0.245099,0.240844,0.235564,0.246099,0.222058,0.248083,0.296532,0.272546,0.277859,0.280218,0.265684,0.271182,0.246354
0.248075,0.255951,0.22873,0.257507,0.266586,0.26146,0.227792,0.231368,0.202605,0.250332,0.264911,0.25102,0.256251,0.260975,0.256833,0.243356,0.270587,0.344912,0.299013,0.279783,0.287544,0.299208,0.26981,0.226164
0.281111,0.291584,0.260467,0.307817,0.302319,0.314595,0.26099,0.271734,0.226712,0.287577,0.286372,0.303719,0.288764,0.291739,0.277247,0.249006,0.289193,0.353671,0.324467,0.317595,0.316591,0.338443,0.282675,0.222189
0.283513,0.316467,0.342493,0.307552,0.354029,0.357263,0.310265,0.285752,0.27104,0.323005,0.337637,0.340793,0.343566,0.337638,0.311725,0.276982,0.271818,0.384596,0.353904,0.352263,0.298405,0.341327,0.298251,0.210047
0.296136,0.321265,0.367994,0.343988,0.386171,0.383631,0.332435,0.264177,0.289211,0.38155,0.360009,0.384977,0.327526,0.351669,0.344154,0.261671,0.264336,0.398142,0.360182,0.362809,0.32143,0.332567,0.275402,0.233175
